instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt_binary
15125,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0,1
15126,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,1
15127,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,1
15128,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,1
15129,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0,1
15130,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,1
15131,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,1
15132,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,1
15133,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,1
15134,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,1
15135,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,1
15136,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,1
15137,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,1
15138,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,0
15139,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,0
15140,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,0
15141,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0,0
15142,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,0
15143,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0
15144,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,0
15145,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0,0
15146,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,0
15147,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,1
15148,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,1
15149,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,1
15150,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,1
15151,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0,1
15152,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,1
15153,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,1
15154,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,1
15155,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,1
15156,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,1
15157,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,1
15158,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,1
15159,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,1
15160,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,1
15161,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,1
15162,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,1
15163,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,1
15164,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,1
15165,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,0
15166,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,0
15167,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,0
15168,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,0
15169,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,0
15170,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,0
15171,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,0
15172,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,1
15173,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,1
15174,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,1
15175,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,1
15176,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,1
15177,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,1
15178,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,1
15179,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,1
15180,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,1
15181,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,1
15182,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,1
15183,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,1
15184,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,1
15185,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,1
15186,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,1
15187,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,1
15188,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,1
15189,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,0
15190,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,0
15191,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,0
15192,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,0
15193,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,0
15194,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,0
15195,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,0
15196,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,1
15197,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,1
15198,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,1
15199,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,1
15200,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,1
15201,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,1
15202,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,1
15203,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,1
15204,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,1
15205,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,1
15206,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,1
15207,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,1
15208,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,1
15209,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,0
15210,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,0
15211,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,0
15212,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,0
15213,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,0
15214,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,0
15215,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.0,0
15216,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0
15217,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0.0,0
15218,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,1
15219,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,1
15220,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,1
15221,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0.0,1
15222,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.0,1
15223,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0.0,1
15224,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,1
15225,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,1
15226,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,1
15227,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,1
15228,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,1
15229,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,1
15230,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,1
15231,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,1
15232,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,1
15233,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,1
15234,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,1
15235,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0,0
15236,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0.0,0
15237,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,0
15238,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0
15239,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,0
15240,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,0
15241,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,0
15242,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,1
15243,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,1
15244,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,0
15245,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,0
15246,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,0
15247,4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,0
15248,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.194,0
15249,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,1
15250,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,1
15251,4,1,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343,1
15252,4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,1
15253,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,1
15254,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,1
15255,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,1
15256,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,1
15257,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,1
15258,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,1
15259,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0.0,0
15260,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0.0,0
15261,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0.0,0
15262,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0.0,0
15263,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0.0,0
15264,4,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0,0
15265,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,0
15266,4,1,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343,1
15267,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,1
15268,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,1
15269,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,1
15270,4,1,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642,1
15271,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,1
15272,4,1,10,12,0,3,1,2,0.7,0.6515,0.7,0.1045,1
15273,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,1
15274,4,1,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642,1
15275,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,1
15276,4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0.0,1
15277,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,1
15278,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0.0,1
15279,4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,1
15280,4,1,10,20,0,3,1,1,0.7,0.6515,0.65,0.0,1
15281,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0.0,1
15282,4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0.0,1
15283,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0.0,1
15284,4,1,10,0,0,4,1,3,0.64,0.5758,0.89,0.0,0
15285,4,1,10,1,0,4,1,2,0.62,0.5455,0.94,0.0,0
15286,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0.0,0
15287,4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0.0,0
15288,4,1,10,4,0,4,1,2,0.64,0.5758,0.89,0.0,0
15289,4,1,10,5,0,4,1,3,0.64,0.5758,0.89,0.1045,0
15290,4,1,10,6,0,4,1,3,0.62,0.5455,0.94,0.0896,0
15291,4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,1
15292,4,1,10,8,0,4,1,1,0.64,0.5758,0.89,0.0,1
15293,4,1,10,9,0,4,1,2,0.64,0.5758,0.89,0.194,1
15294,4,1,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343,1
15295,4,1,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045,1
15296,4,1,10,12,0,4,1,2,0.72,0.6667,0.54,0.194,1
15297,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,1
15298,4,1,10,14,0,4,1,1,0.7,0.6515,0.61,0.2537,1
15299,4,1,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836,1
15300,4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,1
15301,4,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,1
15302,4,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,1
15303,4,1,10,19,0,4,1,1,0.66,0.6212,0.57,0.1045,1
15304,4,1,10,20,0,4,1,1,0.64,0.6061,0.65,0.1045,1
15305,4,1,10,21,0,4,1,1,0.62,0.6061,0.69,0.0,1
15306,4,1,10,22,0,4,1,1,0.64,0.6212,0.47,0.1343,1
15307,4,1,10,23,0,4,1,1,0.6,0.6212,0.56,0.0896,1
15308,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0.0,0
15309,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045,0
15310,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,0
15311,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0,0
15312,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0.0,0
15313,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0.0,0
15314,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0.0,0
15315,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045,1
15316,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0.0,1
15317,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,1
15318,4,1,10,10,0,5,1,1,0.66,0.6212,0.54,0.0,1
15319,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.194,1
15320,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,1
15321,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0.0,1
15322,4,1,10,14,0,5,1,1,0.74,0.6515,0.37,0.2239,1
15323,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537,1
15324,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0,1
15325,4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642,1
15326,4,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343,1
15327,4,1,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642,1
15328,4,1,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343,1
15329,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239,1
15330,4,1,10,22,0,5,1,1,0.6,0.5909,0.73,0.2836,1
15331,4,1,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239,1
15332,4,1,10,0,0,6,0,1,0.56,0.5303,0.83,0.1642,1
15333,4,1,10,1,0,6,0,1,0.56,0.5303,0.83,0.2537,0
15334,4,1,10,2,0,6,0,1,0.56,0.5303,0.78,0.194,0
15335,4,1,10,3,0,6,0,1,0.54,0.5152,0.77,0.2239,0
15336,4,1,10,4,0,6,0,1,0.54,0.5152,0.83,0.2537,0
15337,4,1,10,5,0,6,0,1,0.54,0.5152,0.83,0.194,0
15338,4,1,10,6,0,6,0,1,0.54,0.5152,0.88,0.2537,0
15339,4,1,10,7,0,6,0,1,0.54,0.5152,0.83,0.2985,0
15340,4,1,10,8,0,6,0,1,0.56,0.5303,0.83,0.194,1
15341,4,1,10,9,0,6,0,1,0.6,0.5909,0.73,0.194,1
15342,4,1,10,10,0,6,0,1,0.62,0.6061,0.69,0.2836,1
15343,4,1,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537,1
15344,4,1,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045,1
15345,4,1,10,13,0,6,0,2,0.64,0.6212,0.57,0.5224,1
15346,4,1,10,14,0,6,0,2,0.6,0.6212,0.56,0.4179,1
15347,4,1,10,15,0,6,0,1,0.6,0.6212,0.46,0.4179,1
15348,4,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224,1
15349,4,1,10,17,0,6,0,1,0.54,0.5152,0.49,0.3881,1
15350,4,1,10,18,0,6,0,1,0.52,0.5,0.48,0.4179,1
15351,4,1,10,19,0,6,0,1,0.48,0.4697,0.55,0.2239,1
15352,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537,1
15353,4,1,10,21,0,6,0,1,0.46,0.4545,0.59,0.1343,1
15354,4,1,10,22,0,6,0,1,0.44,0.4394,0.62,0.1343,1
15355,4,1,10,23,0,6,0,1,0.44,0.4394,0.62,0.1343,1
15356,4,1,10,0,0,0,0,1,0.44,0.4394,0.62,0.1642,0
15357,4,1,10,1,0,0,0,1,0.44,0.4394,0.54,0.2239,0
15358,4,1,10,2,0,0,0,1,0.42,0.4242,0.62,0.1343,0
15359,4,1,10,3,0,0,0,2,0.44,0.4394,0.62,0.1343,0
15360,4,1,10,4,0,0,0,2,0.44,0.4394,0.54,0.2537,0
15361,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,0
15362,4,1,10,6,0,0,0,2,0.44,0.4394,0.54,0.194,0
15363,4,1,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642,0
15364,4,1,10,8,0,0,0,3,0.42,0.4242,0.67,0.1343,0
15365,4,1,10,9,0,0,0,3,0.4,0.4091,0.71,0.1343,0
15366,4,1,10,10,0,0,0,2,0.42,0.4242,0.67,0.194,1
15367,4,1,10,11,0,0,0,2,0.42,0.4242,0.71,0.1045,1
15368,4,1,10,12,0,0,0,2,0.42,0.4242,0.71,0.0,1
15369,4,1,10,13,0,0,0,2,0.44,0.4394,0.72,0.0896,1
15370,4,1,10,14,0,0,0,2,0.44,0.4394,0.67,0.0,1
15371,4,1,10,15,0,0,0,3,0.42,0.4242,0.77,0.1343,1
15372,4,1,10,16,0,0,0,3,0.4,0.4091,0.82,0.1642,1
15373,4,1,10,17,0,0,0,3,0.4,0.4091,0.82,0.2239,1
15374,4,1,10,18,0,0,0,3,0.4,0.4091,0.82,0.194,0
15375,4,1,10,19,0,0,0,2,0.4,0.4091,0.82,0.1045,0
15376,4,1,10,20,0,0,0,1,0.4,0.4091,0.82,0.1343,0
15377,4,1,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045,0
15378,4,1,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343,0
15379,4,1,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343,0
15380,4,1,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836,0
15381,4,1,10,1,1,1,0,1,0.34,0.3333,0.87,0.1642,0
15382,4,1,10,2,1,1,0,1,0.34,0.3333,0.81,0.194,0
15383,4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,0
15384,4,1,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343,0
15385,4,1,10,5,1,1,0,1,0.34,0.3182,0.76,0.2239,0
15386,4,1,10,6,1,1,0,1,0.34,0.3485,0.76,0.1045,0
15387,4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,1
15388,4,1,10,8,1,1,0,2,0.36,0.3485,0.71,0.2239,1
15389,4,1,10,9,1,1,0,2,0.38,0.3939,0.66,0.1642,1
15390,4,1,10,10,1,1,0,2,0.38,0.3939,0.68,0.1343,1
15391,4,1,10,11,1,1,0,2,0.4,0.4091,0.62,0.0896,1
15392,4,1,10,12,1,1,0,2,0.42,0.4242,0.63,0.1642,1
15393,4,1,10,13,1,1,0,2,0.42,0.4242,0.62,0.194,1
15394,4,1,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045,1
15395,4,1,10,15,1,1,0,3,0.42,0.4242,0.58,0.194,1
15396,4,1,10,16,1,1,0,3,0.42,0.4242,0.58,0.194,1
15397,4,1,10,17,1,1,0,2,0.42,0.4242,0.66,0.2537,1
15398,4,1,10,18,1,1,0,2,0.42,0.4242,0.66,0.2836,1
15399,4,1,10,19,1,1,0,2,0.4,0.4091,0.71,0.2537,1
15400,4,1,10,20,1,1,0,3,0.4,0.4091,0.71,0.2239,1
15401,4,1,10,21,1,1,0,2,0.4,0.4091,0.76,0.2239,1
15402,4,1,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,0
15403,4,1,10,23,1,1,0,2,0.4,0.4091,0.71,0.2239,0
15404,4,1,10,0,0,2,1,2,0.38,0.3939,0.82,0.2239,0
15405,4,1,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239,0
15406,4,1,10,2,0,2,1,3,0.36,0.3333,0.87,0.2537,0
15407,4,1,10,3,0,2,1,3,0.36,0.3333,0.87,0.2836,0
15408,4,1,10,4,0,2,1,3,0.36,0.3485,0.87,0.1642,0
15409,4,1,10,5,0,2,1,2,0.38,0.3939,0.82,0.194,0
15410,4,1,10,6,0,2,1,2,0.38,0.3939,0.82,0.2537,1
15411,4,1,10,7,0,2,1,1,0.38,0.3939,0.83,0.2537,1
15412,4,1,10,8,0,2,1,2,0.42,0.4242,0.8,0.194,1
15413,4,1,10,9,0,2,1,2,0.42,0.4242,0.77,0.2239,1
15414,4,1,10,10,0,2,1,2,0.44,0.4394,0.75,0.2239,1
15415,4,1,10,11,0,2,1,2,0.48,0.4697,0.69,0.194,1
15416,4,1,10,12,0,2,1,2,0.48,0.4697,0.69,0.194,1
15417,4,1,10,13,0,2,1,2,0.5,0.4848,0.67,0.1343,1
15418,4,1,10,14,0,2,1,2,0.54,0.5152,0.64,0.194,1
15419,4,1,10,15,0,2,1,2,0.52,0.5,0.63,0.1642,1
15420,4,1,10,16,0,2,1,2,0.5,0.4848,0.72,0.1642,1
15421,4,1,10,17,0,2,1,2,0.52,0.5,0.68,0.1642,1
15422,4,1,10,18,0,2,1,2,0.5,0.4848,0.72,0.2239,1
15423,4,1,10,19,0,2,1,2,0.5,0.4848,0.72,0.1642,1
15424,4,1,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642,1
15425,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,1
15426,4,1,10,22,0,2,1,2,0.48,0.4697,0.77,0.0896,1
15427,4,1,10,23,0,2,1,2,0.48,0.4697,0.77,0.0896,0
15428,4,1,10,0,0,3,1,2,0.46,0.4545,0.88,0.0896,0
15429,4,1,10,1,0,3,1,2,0.46,0.4545,0.88,0.0,0
15430,4,1,10,2,0,3,1,2,0.46,0.4545,0.88,0.0,0
15431,4,1,10,3,0,3,1,2,0.46,0.4545,0.88,0.0,0
15432,4,1,10,4,0,3,1,2,0.46,0.4545,0.88,0.1045,0
15433,4,1,10,5,0,3,1,2,0.46,0.4545,0.88,0.0896,0
15434,4,1,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896,1
15435,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,1
15436,4,1,10,8,0,3,1,1,0.5,0.4848,0.77,0.1642,1
15437,4,1,10,9,0,3,1,1,0.54,0.5152,0.6,0.2836,1
15438,4,1,10,10,0,3,1,1,0.56,0.5303,0.52,0.2985,1
15439,4,1,10,11,0,3,1,1,0.54,0.5152,0.52,0.194,1
15440,4,1,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239,1
15441,4,1,10,13,0,3,1,1,0.56,0.5303,0.49,0.0,1
15442,4,1,10,14,0,3,1,1,0.6,0.6212,0.4,0.1642,1
15443,4,1,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,1
15444,4,1,10,16,0,3,1,1,0.6,0.6212,0.4,0.2239,1
15445,4,1,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239,1
15446,4,1,10,18,0,3,1,2,0.56,0.5303,0.49,0.1642,1
15447,4,1,10,19,0,3,1,2,0.56,0.5303,0.46,0.5821,1
15448,4,1,10,20,0,3,1,1,0.52,0.5,0.48,0.4925,1
15449,4,1,10,21,0,3,1,1,0.5,0.4848,0.51,0.3582,1
15450,4,1,10,22,0,3,1,1,0.46,0.4545,0.55,0.2985,1
15451,4,1,10,23,0,3,1,1,0.44,0.4394,0.58,0.194,0
15452,4,1,10,0,0,4,1,1,0.44,0.4394,0.51,0.1343,0
15453,4,1,10,1,0,4,1,1,0.44,0.4394,0.47,0.194,0
15454,4,1,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343,0
15455,4,1,10,3,0,4,1,1,0.42,0.4242,0.47,0.2985,0
15456,4,1,10,4,0,4,1,1,0.4,0.4091,0.5,0.2537,0
15457,4,1,10,5,0,4,1,1,0.36,0.3485,0.5,0.1642,0
15458,4,1,10,6,0,4,1,1,0.36,0.3485,0.5,0.1642,1
15459,4,1,10,7,0,4,1,1,0.36,0.3333,0.5,0.2537,1
15460,4,1,10,8,0,4,1,1,0.38,0.3939,0.46,0.3881,1
15461,4,1,10,9,0,4,1,1,0.4,0.4091,0.43,0.3881,1
15462,4,1,10,10,0,4,1,1,0.44,0.4394,0.41,0.3582,1
15463,4,1,10,11,0,4,1,1,0.46,0.4545,0.36,0.0,1
15464,4,1,10,12,0,4,1,1,0.46,0.4545,0.36,0.0,1
15465,4,1,10,13,0,4,1,1,0.5,0.4848,0.31,0.1045,1
15466,4,1,10,14,0,4,1,1,0.52,0.5,0.32,0.0896,1
15467,4,1,10,15,0,4,1,1,0.52,0.5,0.34,0.1642,1
15468,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,0.1343,1
15469,4,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,1
15470,4,1,10,18,0,4,1,1,0.46,0.4545,0.44,0.1642,1
15471,4,1,10,19,0,4,1,1,0.44,0.4394,0.51,0.1343,1
15472,4,1,10,20,0,4,1,1,0.42,0.4242,0.62,0.1642,1
15473,4,1,10,21,0,4,1,1,0.42,0.4242,0.62,0.1343,1
15474,4,1,10,22,0,4,1,1,0.4,0.4091,0.66,0.1642,1
15475,4,1,10,23,0,4,1,1,0.42,0.4242,0.58,0.0896,1
15476,4,1,10,0,0,5,1,1,0.4,0.4091,0.66,0.1045,0
15477,4,1,10,1,0,5,1,1,0.4,0.4091,0.66,0.0896,0
15478,4,1,10,2,0,5,1,1,0.4,0.4091,0.66,0.0896,0
15479,4,1,10,3,0,5,1,1,0.36,0.3636,0.76,0.0896,0
15480,4,1,10,4,0,5,1,1,0.36,0.3636,0.76,0.1045,0
15481,4,1,10,5,0,5,1,1,0.36,0.3636,0.81,0.0896,0
15482,4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,1
15483,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,1
15484,4,1,10,8,0,5,1,1,0.42,0.4242,0.71,0.0896,1
